"void at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>, at::vec)#2}&>(char**, long, long, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>, at::vec)#2}&)",4633.0000,"/data/home/hlanka3/miniconda3/envs/torchtest/lib/python3.11/site-packages/torch/lib/libtorch_cpu.so"
"gomp_team_barrier_wait_end",785.0000,"/data/home/hlanka3/miniconda3/envs/torchtest/lib/libgomp.so.1.0.0"
"void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>)#2}> >(long, char**, long const*, long, long)",729.0000,"/data/home/hlanka3/miniconda3/envs/torchtest/lib/python3.11/site-packages/torch/lib/libtorch_cpu.so"
"gomp_barrier_wait_end",405.0000,"/data/home/hlanka3/miniconda3/envs/torchtest/lib/libgomp.so.1.0.0"
"deduce_unreachable",10.0000,"/data/home/hlanka3/miniconda3/envs/torchtest/bin/python3.11"
"void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>, at::vec)#2}> >(long, char**, long const*, long, long)",2.0000,"/data/home/hlanka3/miniconda3/envs/torchtest/lib/python3.11/site-packages/torch/lib/libtorch_cpu.so"
"at::DimCounter::increment(std::array<long, 2ul> const&)",1.0000,"/data/home/hlanka3/miniconda3/envs/torchtest/lib/python3.11/site-packages/torch/lib/libtorch_cpu.so"
"at::TensorIteratorBase::serial_for_each(c10::function_ref<void (char**, long const*, long, long)>, at::Range) const",1.0000,"/data/home/hlanka3/miniconda3/envs/torchtest/lib/python3.11/site-packages/torch/lib/libtorch_cpu.so"
"__free",1.0000,"/usr/lib/x86_64-linux-gnu/libc-2.31.so"

"100 HOTTEST PROCESSES (Sort Event - CPU_TIME)"
PROCESS,"CPU_TIME"
"python (PID:4959)",11209.0000

"100 HOTTEST MODULES (Sort Event - CPU_TIME)"
MODULE,"CPU_TIME"
"/data/home/hlanka3/miniconda3/envs/torchtest/lib/python3.11/site-packages/torch/lib/libtorch_cpu.so",10008.0000
"/data/home/hlanka3/miniconda3/envs/torchtest/lib/libgomp.so.1.0.0",1190.0000
"/data/home/hlanka3/miniconda3/envs/torchtest/bin/python3.11",10.0000
"/usr/lib/x86_64-linux-gnu/libc-2.31.so",1.0000

"100 HOTTEST THREADS (Sort Event - CPU_TIME)"
THREAD,"CPU_TIME"
"python [TID:5198] (PID:4959)",218.0000
"python [TID:5203] (PID:4959)",218.0000
"python [TID:5186] (PID:4959)",217.0000
"python [TID:5188] (PID:4959)",217.0000
"python [TID:5187] (PID:4959)",216.0000
"python [TID:5219] (PID:4959)",216.0000
"python [TID:5172] (PID:4959)",215.0000
"python [TID:5210] (PID:4959)",215.0000
"python [TID:5189] (PID:4959)",214.0000
"python [TID:5190] (PID:4959)",214.0000
"python [TID:5196] (PID:4959)",214.0000
"python [TID:5202] (PID:4959)",214.0000
"python [TID:5225] (PID:4959)",214.0000
"python [TID:5167] (PID:4959)",213.0000
"python [TID:5176] (PID:4959)",213.0000
"python [TID:5178] (PID:4959)",213.0000
"python [TID:5183] (PID:4959)",213.0000
"python [TID:5195] (PID:4959)",213.0000
"python [TID:5197] (PID:4959)",213.0000
"python [TID:5201] (PID:4959)",213.0000
"python [TID:5220] (PID:4959)",213.0000
"python [TID:5221] (PID:4959)",213.0000
"python [TID:5171] (PID:4959)",212.0000
"python [TID:5199] (PID:4959)",212.0000
"python [TID:5223] (PID:4959)",212.0000
"python [TID:5226] (PID:4959)",212.0000
"python [TID:5227] (PID:4959)",212.0000
"python [TID:5166] (PID:4959)",211.0000
"python [TID:5168] (PID:4959)",211.0000
"python [TID:5174] (PID:4959)",211.0000
"python [TID:5177] (PID:4959)",211.0000
"python [TID:5180] (PID:4959)",211.0000
"python [TID:5185] (PID:4959)",211.0000
"python [TID:5191] (PID:4959)",211.0000
"python [TID:5194] (PID:4959)",211.0000
"python [TID:5206] (PID:4959)",211.0000
"python [TID:5204] (PID:4959)",210.0000
"python [TID:5182] (PID:4959)",208.0000
"python [TID:5192] (PID:4959)",208.0000
"python [TID:5169] (PID:4959)",194.0000
"python [TID:5228] (PID:4959)",183.0000
"python [TID:5205] (PID:4959)",166.0000
"python [TID:5181] (PID:4959)",155.0000
"python [TID:5173] (PID:4959)",154.0000
"python [TID:5213] (PID:4959)",154.0000
"python [TID:5179] (PID:4959)",147.0000
"python [TID:4959] (PID:4959)",146.0000
"python [TID:5222] (PID:4959)",146.0000
"python [TID:5224] (PID:4959)",146.0000
"python [TID:5212] (PID:4959)",145.0000
"python [TID:5165] (PID:4959)",144.0000
"python [TID:5200] (PID:4959)",143.0000
"python [TID:5218] (PID:4959)",84.0000
"python [TID:5214] (PID:4959)",83.0000
"python [TID:5193] (PID:4959)",81.0000
"python [TID:5184] (PID:4959)",80.0000
"python [TID:5208] (PID:4959)",77.0000
"python [TID:5229] (PID:4959)",75.0000
"python [TID:5170] (PID:4959)",73.0000
"python [TID:5209] (PID:4959)",73.0000
"python [TID:5175] (PID:4959)",71.0000
"python [TID:5207] (PID:4959)",68.0000
"python [TID:5217] (PID:4959)",61.0000
"python [TID:5211] (PID:4959)",56.0000
